fieldType,name,productImageUrl,sku,ribbon,price,visible,discountMode,discountValue,cost,digital file,collection,category,color,fieldType
Product,Bauhaus 04,1799ca_96346148abef44c3834e1a6efd47c924~mv2.jpg;1799ca_9f8cd596a3cf4b959a56122470e27bc3~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Bauhaus 03,1799ca_083188d1b3834a1b8ccc4ad27ae1055b~mv2.jpg;1799ca_bec680664a5643819b23001011f1fa3b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Bauhaus 02,1799ca_e5f18794f3074f22a75ec5b63b2fe1c3~mv2.jpg;1799ca_c2445e235e3149bc85d49e60121fafcf~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Bauhaus 01,1799ca_4d37613ae8eb4df6922d123d8b802482~mv2.jpg;1799ca_f016a4275cec43ddb3889a0a78bd7535~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Tel Aviv,1799ca_6a93b6ab4b48421bb67260024db42d8e~mv2.jpg;1799ca_326851e2f7b54844accc77e47d1db8e8~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Pink Bauhaus,1799ca_c82d4ea054f840ba81cd8971dd4459e4~mv2.jpg;1799ca_6823702910d84c938f74f243015df650~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Brownish Abstract II,1799ca_982f675d09b144dbb5c92a2c5ad0a4c1~mv2.jpg;1799ca_2fed78fe29804eec920786465341b451~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Leaf,1799ca_580c0bd5206c44bc9eb9d8347d77d46b~mv2.jpg;1799ca_0118a5d54aaa4d2f9b481fbf32c3e8aa~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Polar Bear,1799ca_3a4428d3b5944d81a030e6cf248ce1f3~mv2.jpg;1799ca_3da84c3a8a27448a91e99b45f7fc2a10~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Tiger II,1799ca_609f144ab3774d43a608a2ff681a7b8f~mv2.jpg;1799ca_a27677c21e634cf0a21cf7d4fbb7284b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Pink Flower,1799ca_94bba00991c2493eaafe6426044e26f3~mv2.jpg;1799ca_fbbb0b23f3b048469c940609056343fb~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Three Color Cats,1799ca_bf3daf96e7fb4cab904559dedaaa5c12~mv2.jpg;1799ca_a0c115eb3147400284496fe058ffd75e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Pink Creature,1799ca_4ba1acc732d842f78bb28a6098f8a166~mv2.jpg;1799ca_60646258220d435c8c8f560623fea315~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Moon Phases,1799ca_8118bb51091948549563bf7aa99e1ba3~mv2.jpg;1799ca_6de5ccdab3c34200b9e4ffaddb264c9c~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Brownish Abstract,1799ca_94d38c40942a47f9936cd7a674c7ad63~mv2.jpg;1799ca_753f9d6590ae4d18aa292cc70c20d251~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Cloud 9,1799ca_3e04f078b4154d948ab74d16667d1942~mv2.jpg;1799ca_3bcd35f85f494456a405618ebe35bf41~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Zebra,1799ca_12c218b58a7a49378a53f27bb3bac5ec~mv2.jpg;1799ca_1a5fcaf799c2430fadc422dfcb3068b6~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Joyful,1799ca_e058da32d38f456bb6fa0196e65cc043~mv2.jpg;1799ca_7a6aa3bbfa894becba4651ec0f77f55e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Kids Flowers II,1799ca_e752e7f43dd140a19fee6f499d73f64c~mv2.jpg;1799ca_e06c2fc4366b45e4aa9cbc265ae18e66~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Kids Flowers I,1799ca_bc3ccae5bd6041fd9175ab1cd7f33465~mv2.jpg;1799ca_830ff05786d9440f9e562bcc7f5118af~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Pink Map,1799ca_79c54173067549eaaf3a6af4cd6ddb30~mv2.jpg;1799ca_d8afd32a3892428188e4999b48bb4ade~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Horse,1799ca_4fe6c603226c4a5289d9084af6923c4d~mv2.jpg;1799ca_d9af5193f74343dd878760f1ec0ef4a6~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Elephant,1799ca_01f56c8f6a024c4ea25a7e4e3e9eda9b~mv2.jpg;1799ca_8c866f9928dc49cc9943161676732c03~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Color Mix,1799ca_0028b27c82fa45f4bfec8428dfe4f103~mv2.jpg;1799ca_d29c739bf04d4508a1d1789ccdc5eae4~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,copy of Dog,1799ca_2f17507aa0ca4259afe44780e03e17c7~mv2.jpg;1799ca_5a9c0f02bd274c94af9faf833f86a2a7~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Dog,1799ca_c54ada9836424a619b90a6edb59c8832~mv2.jpg;1799ca_c704730ee27147faa0b35675dcfb2b7c~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Green Map,1799ca_2a8a6735fc8b495fa1525de9dcca29db~mv2.jpg;1799ca_3368aafab2c94dedaf9bfd750d88b159~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Birds Flying,1799ca_85ffa5a68b55436d84bbcf50468009be~mv2.jpg;1799ca_770845ec80c44e62b262b909244f9d59~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Bear with Hat,1799ca_6f8c701020ed49cea46e29a2c0bcd8e0~mv2.jpg;1799ca_070824f4285e43649bf2f0b36ff897c0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Three Dancers,1799ca_af15379e235f4763a03895a982fb6766~mv2.jpg;1799ca_bee3589129924af4b0912dc6562a06c8~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Gallery No. 52,1799ca_6df300723d87424ebd6cb08d08bccb64~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Tiger,1799ca_576cca4eb22b4d99a56a1df53f6fa650~mv2.jpg;1799ca_4acccbb8976444e4ab55e0901696526c~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Strawberry,1799ca_4cae4fcaf0214a0a82f7a6cd1a733022~mv2.jpg;1799ca_33ff70cf04f548c6b5f3d6715d4ffb84~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Turtle,1799ca_9bba7f8866a54a80a7fed1f3641c0e6f~mv2.jpg;1799ca_a049b2b96d064020a5e1ef9bc2cf54df~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Joy,1799ca_a6cea09616514f65b4a61e5c1c97f656~mv2.jpg;1799ca_6785e35df1974e599de87ea338468903~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Apple,1799ca_225d634eeb46419d97c041c44b93c925~mv2.jpg;1799ca_7c53bf2931414f7bb16ddfd634141f7f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Avocado,1799ca_c76adfb95d0649ca8f24c7f172a408a7~mv2.jpg;1799ca_6e050791ac9d43a58986b21baed4bbee~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Lemon,1799ca_43f20dce5adc4c5d9326396b98b52f74~mv2.jpg;1799ca_c975e70da9dc48b0abca9bff4ba98dad~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Pear,1799ca_b436ccc694b44d9eba4afac5f4b92293~mv2.jpg;1799ca_87dc4e00c0044afa82ceb388244608cf~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Black Heart,1799ca_46e32e413cb14cd99968636f2fa06849~mv2.jpg;1799ca_59d88463301f43e4b9721c6c8fd3c089~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #008,1799ca_d9c0128e0fc44e34b3ddf392829b6d57~mv2.jpg;1799ca_448b891203494c49b281830c7d962251~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #007,1799ca_d2425d27227c4cd98d268fcc45cedbb2~mv2.jpg;1799ca_981a59aff42a440a827cf00ce17267b3~mv2.jpg;1799ca_2bb7fc5d86cd4ea8b28e48f1fd8514cc~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #006,1799ca_aeed1b74b1e44853bb0f7cf3f9c77856~mv2.jpg;1799ca_1931ca94bff34a319e9be1ba3c40a34b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #005,1799ca_6536b0ca5f9e4785a0fcf6e9ddeff8a3~mv2.jpg;1799ca_c3c28289a1104a7b9f5155ce36ed3b9e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Gallery No. 53,1799ca_ddb4a6f807d645fca7dfa63349e1ac02~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #004,1799ca_8abd557a86f04f58911a507e54bd9de3~mv2.jpg;1799ca_236fb1256f904bb8bad2f600e0687e03~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #003,1799ca_e69e2bf79af8472ba605f076be3fb106~mv2.jpg;1799ca_bfd03fe089e24687808025b402ef7de1~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #002,1799ca_cd64afb778184d0dae014f20d2933941~mv2.jpg;1799ca_89932be8e5ca449e852dc568878b221f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hilma af Klint #001,1799ca_7f58e3ff583d46f780906a526f494eec~mv2.jpg;1799ca_44d826d911554b6a8c95033b654191e4~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,La Japonaise,1799ca_3bb28679e9f44b4abd6dfe13f4af11ce~mv2.jpg;1799ca_393a0e1c960d41f0907ce75fc4bf7f07~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Gallery No. 46,1799ca_034fa918105b40fc999fd4b53d54cfdd~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 007,1799ca_6f8b0ab55ca84d30b0ad0236b233d579~mv2.jpg;1799ca_cb81749b7442463fb1952582da30949d~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 006,1799ca_1d1db6be845e441b9ca2757897b695bb~mv2.jpg;1799ca_86d1d2f088ae4298bbaa5ee1a55b96cd~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 005,1799ca_53cacac23ca84b6f8652561e2c24e6ff~mv2.jpg;1799ca_d6af9d29d2384253bace22ea055c77ae~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 004,1799ca_682ef8e679a74e3094a455c3d390b3e7~mv2.jpg;1799ca_e4e6c0fbe54d450cbd6a8104c0dc163e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 003,1799ca_e71fab1a553242318a5c6f506f800cde~mv2.jpg;1799ca_36ad4fe005f949dd86e89d8dac6c43ac~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 001,1799ca_e804f213a419450cb40a3e0ea8351e55~mv2.jpg;1799ca_da03b74e30504b959f4f1b57fee3e6f1~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rocks Abstract 002,1799ca_5ad6ae113db14abab1408b89fa5d5120~mv2.jpg;1799ca_1a011b5008ef444cb48edef8754ba031~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 033,1799ca_4c75b51c9a6c4fca8a2b14b459456cf4~mv2.jpg;1799ca_9ae7211944f24d9f974ee1952cf4a44a~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 034,1799ca_532ad9b7bc9b467089307afeb2c750d8~mv2.jpg;1799ca_255dff56b1d64109abe7a9bd54364e58~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 036,1799ca_dc34586c205245cb82842a865201f5cf~mv2.jpg;1799ca_17625fca9f954ad8a86112781ba3d0e8~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 029,1799ca_6216160cd2f14ad492dc0b38fe90b7f6~mv2.jpg;1799ca_a4e1c6026412424bb3fa101b36b9962b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 028,1799ca_7c278db76a8a4faca334fcd5563bec82~mv2.jpg;1799ca_c51e7f489c5f4032a3dade7941ae15e0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 018,1799ca_d486975945d5420199a4196bde694df2~mv2.jpg;1799ca_02c92d8d2f2e44dba16545663249c6e8~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 008,1799ca_993888fd46e146488521c6dc927b1ec8~mv2.jpg;1799ca_a94aa19db110486e94a4c55920a8afe5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Beach Vibes 007,1799ca_7b6cc95673194738a6507092a3c5f34a~mv2.jpg;1799ca_c006bc5ff72140919437451c55d2ce6f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Negroni,1799ca_01bfaa1711c64741984b207f5b2b1127~mv2.jpg;1799ca_290953476e174bd982ad981d1583dec2~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Rose,1799ca_d1631013a5cf4934a16a8c3602744f08~mv2.jpg;1799ca_7539a68d15084cd09edc03259069e06d~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Martini,1799ca_b6089d3027d34b6090baf87e40e2706f~mv2.jpg;1799ca_ca33bef04a594a8f8c2191be57f1b7e0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Champagne,1799ca_289f8c963b7e42dcacd682628be4e62c~mv2.jpg;1799ca_25d5765eed464a82ba2e215602adec5a~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Pink Lady,1799ca_bca79251de0749838e1210e4cd8568bd~mv2.jpg;1799ca_eed8e623bc05463895c82b956f847d6f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Spicy Marg...,1799ca_4c10b61132804038a8a8401a7a7e3c77~mv2.jpg;1799ca_753a8e68f1734cadb459958ffd9a0a0e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Cheers,1799ca_2705936c702f4870b17552c4b1a73eee~mv2.jpg;1799ca_23012b552ee8463cb397d67f7b71280f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Girls Night,1799ca_961c413a7cda4de893143f07c1ae53a7~mv2.jpg;1799ca_ed80dc356fd64ad78d82afd682dd32cc~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Girls Night II,1799ca_4a8ed43fdea04996b433abf7055c907c~mv2.jpg;1799ca_413dc955a35843d88d6ac862e07cd6f2~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,House Party,1799ca_562e76349de149438ffb0459367746e8~mv2.jpg;1799ca_d20c2db707f34e2191c0bf7eea3e4b5b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Simplicity #03,1799ca_ff6aed71cf674476ae26654afafd1218~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Simplicity #02,1799ca_a674b3f737d141718abec823480ed935~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Simplicity #01,1799ca_efa221afa07049dba23d560b8cbf23db~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,École de Paris,1799ca_7c44f24c9a094a869a2352bae04c01d5~mv2.jpg;1799ca_2a009aa390db42dea379484130f93a99~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Odalisque,1799ca_1fdaf5def9e341db9426b41c4c46f332~mv2.jpg;1799ca_28b67070ac3c4710807df8876a6655b0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Essence of Line,1799ca_e0ca781e84dc41388ec935cdbe161b47~mv2.jpg;1799ca_7ff24e42518e4ac4a24a2a61a17a36c5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Landscape at Collioure,1799ca_0b0727e41865491e8636e5dcab41cb5b~mv2.jpg;1799ca_baf522ce3699491c9e3654718ac6b12e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,"Open Window, Collioure",1799ca_4e0fbe34103b42aea653c64e3d360f54~mv2.jpg;1799ca_cd394d3607e746f5ac3148fee26215f2~mv2.jpg;1799ca_31ad0043f1294d9585115b93460dd9fc~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Henri Matisse #03,1799ca_7cf9f9248fef4a8981ac87903b57bb44~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Henri Matisse #02,1799ca_81764aa15873431593718bbaf3b20a02~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Henri Matisse #01,1799ca_577b4e29a8794e0db254fd38750af474~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Art of Life #03,1799ca_37bf2a3d0a854b82b7728381206610cb~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Art of Life #02,1799ca_5b3517968b6c46e4b173bf6825324ee0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Art of Life #01,1799ca_0679961cdbcf4549b49f04a97834da6a~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hues of Harmony #02,1799ca_01ea022d568c4ad08b4d5e8552a15ba1~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hues of Harmony #03,1799ca_4f6cb0b9aa614617887389680eacc18e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Hues of Harmony #01,1799ca_cb16010c6a3b469786e24e769d9bc9f5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,The Dance - Red,1799ca_9de1173eba724d13b878e89de174bd9b~mv2.jpg;1799ca_47289e4634784d1aab584eefb80dbd05~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Le Buisson,1799ca_5c58fad053b34fd4b55f0c4eec685e55~mv2.jpg;1799ca_169f12210d4c44b98ecf300decaa42c5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Peaceful Presence,1799ca_1f10d258fd1c44ad8cb1c2b6ed2af9b8~mv2.jpg;1799ca_654876e7d69245c1999d002b4fea8dcf~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Calm Currents I,1799ca_a0080decfc154fb3a4cfe281ded1bf0a~mv2.jpg;1799ca_a5a2894938cb4bde85d929d25c07b680~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Calm Currents II,1799ca_7843dc5cf5f446ed99884fe621814de1~mv2.jpg;1799ca_326c106411f845edaa6d674176cafa03~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Barre Essence,1799ca_21afcd3e826d49a8b307f644f39987fa~mv2.jpg;1799ca_d5b189478dfb4c64a96b9695fd53207f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Gentle Gestures,1799ca_84796d4b2dc245b88fdcc7796cbed251~mv2.jpg;1799ca_bf9287b446b646019669aa0e696de425~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Celestial Peace,1799ca_d806c1bf4df54acab8ce8c5b95a75a12~mv2.jpg;1799ca_1f79ee2ca1c24a88a24aeec3cc20c306~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Sky's Embrace,1799ca_9e16bc1516db405e8ab9189cd64d6cd6~mv2.jpg;1799ca_494b95c441154e109ffeb7b9bc1a8df0~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Seagulls,1799ca_2526e7dc0da34b84b747873f490f2205~mv2.jpg;1799ca_71f3f037397f4bba93f0a3a86ade805b~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Silent Waves,1799ca_55bc5460be4344b4b18cecdaafa70ed7~mv2.jpg;1799ca_ca2d1b2f82584aaf95dd6a36e14bbccb~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Yellow Flower,1799ca_9769bf3e04ea4ece9b3ba6e80bc22fac~mv2.jpg;1799ca_57ca4112f88f4d3eaa190438ebe213dc~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Blue Mirage,1799ca_78bcf5b1f67f48e996e643a5cb7a1f7c~mv2.jpg;1799ca_c1e9fe9cef274ff39c20a2402ea8b07a~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Blue Silk I,1799ca_357575926a4c48b6a2c6f3e37dce61e2~mv2.jpg;1799ca_4dff4b235a2d4b41852c31c608747491~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Blue Silk II,1799ca_7a2da02663e747cc9d94faa6733f028e~mv2.jpg;1799ca_c0b1f8f1a2114294a99f442ee99c9d10~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Blush of Dawn,1799ca_3565ef1a45904599801469116166fd08~mv2.jpg;1799ca_54b83e1cbcff431882e5e67bac6f42fe~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Euphoria,1799ca_24b19c24656e4f4fac7de2ea169b09e8~mv2.jpg;1799ca_5eb3686ac5644cc5b9a0491e22e86f80~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Apple Blossom,1799ca_b2158fdb038a4b74af85be5e6e8555b1~mv2.jpg;1799ca_e001a7aa219245e5afa9d8629e71cbb8~mv2.jpeg,,,,TRUE,PERCENT,,,,,,,
Product,Celestial Chroma,1799ca_74af35f3f7da4655bed6d43ba4a0306d~mv2.jpg;1799ca_3c7b5f230cdc48ec921d37a0732c35b0~mv2.jpg;1799ca_7988b430856246c49675627d0a499abd~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Vases of Color,1799ca_a9ba262d7eb840269cc98ed271ba3dcb~mv2.jpg;1799ca_8f7050e308ec460cb8362d0e1520419f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Luminous Lagoon,1799ca_b0e856c0545c43dfbe3e2009282eb83a~mv2.jpg;1799ca_cc3f7ba48d614b388d9e2f4fc0e4c0d5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Golden Dawn,1799ca_ce1a5ab269194ed19970af339e233bd1~mv2.jpg;1799ca_a413e70bf85d41a980c203ed66bf9542~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Nature's Whispers,1799ca_f29d71ab4f884395ae74a84634257ddb~mv2.jpg;1799ca_99591c18cb924b1bbaf6b0483b36cf4e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Nature's Palette,1799ca_019d344497854cc680fd18a0a0649d42~mv2.jpg;1799ca_30ab543a1b7a469a89b8ac7ca471783d~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Art of Life,1799ca_59319057fb7a49fd850e4b2d220b839c~mv2.jpg;1799ca_eefa4a66a61346679191657e65d78542~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Soul Silhouette,1799ca_bab14655b9444925b8947689def0998f~mv2.jpg;1799ca_11b6df05d41146fd89a6732120d8d800~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Earthly Essence,1799ca_afa14b089d3544a3affb71369b9cd3ab~mv2.jpg;1799ca_9109c270faa24ac98100e7de2a916db5~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Nude With Oranges,1799ca_4f1f1afb8d5c45c691e99d357c11f405~mv2.jpg;1799ca_4e654d33e1aa4d8b91087f14de4f424b~mv2.jpg;1799ca_03e76b666c904d3b9050de7663ff9f3c~mv2.jpg;1799ca_9d5763762e614c089a9d43aa57720933~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Mademoiselle,1799ca_0f65e10e835d409c928fdcdadc1aeddd~mv2.jpg;1799ca_3c5fed21f93644a3ab86f8e73a22332b~mv2.jpg;1799ca_875fa75b5b1d4589b0be58ab00172a11~mv2.jpg;1799ca_7c110cc34f92422d9e1491cf91decf8a~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Palm Tree B & W,1799ca_2616e9a7994b43cd865c3a6066f6341f~mv2.jpg;1799ca_65f220a28ff248b9b463ceee65c40557~mv2.jpg;1799ca_f87a104d6703493dab23e272268bae70~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Nordic I,1799ca_32ff712378774623a31ea67cf325587f~mv2.jpg;1799ca_15e569e43aaa4d52a2cb83d0c22bd5fc~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Nordic II,1799ca_4acef524c7f84e08a610f5400dc04895~mv2.jpg;1799ca_519dd8323ce042d8b6fd86fc4b456b85~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Set of Six Art Prints,1799ca_4e066bf8c1cf4fa79bb9fbccf986bd5a~mv2.png;1799ca_71bd6e0c02084ebaaf7c9df6c0c29630~mv2.jpg;1799ca_c44c332907d94366bdaaae618b676cc2~mv2.jpg;1799ca_46106e875dbc4aefa309594f98eb39e7~mv2.jpg;1799ca_56255d8772754d72a46f8b45c7a898b0~mv2.jpg;1799ca_35ca9080b1d64feda536a72a5a898761~mv2.jpg;1799ca_90c88b40636a410fbdfd080241fe7c7f~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Champagne on the stairs,1799ca_41e71c20c3a84f3c9d934a48375f1ab1~mv2.jpg;1799ca_0c14a165c84040f0b9813048ab22c9d4~mv2.jpg;1799ca_53a86651f06a4c9c9ef5484c2ada6b94~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Orange & Black II,1799ca_d6aadcbd4c874cfa8bf2de6365d9e1df~mv2.jpg;1799ca_426223b2803a496587080798857df3f9~mv2.jpg;1799ca_beac19b7ea3d45dc831a62b66257229d~mv2.jpg;1799ca_45eb4a46c1dd4e55a481e995f2d50cec~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Orange & Black,1799ca_5efc3849295d4ac097bf0a52c073c3f0~mv2.jpg;1799ca_97a7efd098364cb3a0cbd2dd26ef72bb~mv2.jpg;1799ca_6e0249f6579d4358a163891cb8232883~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Wine & Dine,1799ca_9efb2bb12e8f4156861ee6d6907bac8f~mv2.jpg;1799ca_19423f358325429c81b7e88f61d2b5b2~mv2.jpg;1799ca_e994ac4dd1884068b9ef09228930a5d4~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Martini,1799ca_98f83f704e4b4d2a9ad47bb0298f7e8e~mv2.jpg;1799ca_c205ced495ce4482aa67c97c24fa5ecd~mv2.jpg;1799ca_c4076f638f8f4d08a53cff41ccd9ae86~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Bon Appetit,1799ca_01f4d0dc52384107912d091f90607100~mv2.jpg;1799ca_488220b85a1546028c10c68af82c0355~mv2.jpg;1799ca_85d5941352a44e69a66c4eaa09a451b4~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Gallery No. 51,1799ca_6b2da5e2706842a39c404f430ed84083~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
Product,Dinner Party,1799ca_163903c529044e1f8f68e2896f175aaa~mv2.jpg;1799ca_d49eaf97f1cb43ed953cd467eff544f2~mv2.jpg;1799ca_65a83df731054663b9c14bf0bb6a079e~mv2.jpg,,,,TRUE,PERCENT,,,,,,,
